,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,Property_Type,Nbr_Living_Units,Sq_Ft_Fin_Basement,Yr_Built,Yr_Renovated,Newly_Construction,House_Sale_Price
12155,1760,3194,2.25,2,8,Single Family,1,0,2005,0,True,499792.0
12158,1050,2453,1.0,2,7,Single Family,1,0,2005,0,True,268463.0
12159,1500,3368,2.5,2,8,Townhouse,1,0,2005,0,False,412927.0
12160,1500,3608,2.5,2,8,Townhouse,1,0,2005,0,False,467888.0
12170,1500,2182,2.5,3,7,Townhouse,1,0,2006,0,True,301196.0
12171,1640,1783,2.5,3,7,Townhouse,1,100,2005,0,True,334197.0
12172,1450,1384,2.5,3,7,Townhouse,1,0,2005,0,True,334197.0
12173,1530,1374,2.5,3,7,Townhouse,1,0,2005,0,True,330489.0
12174,1450,1369,2.5,3,7,Townhouse,1,0,2005,0,False,445849.0
12175,1570,1139,2.5,4,7,Townhouse,1,120,2005,0,True,327106.0
12176,1530,1629,2.5,3,7,Townhouse,1,0,2005,0,True,330489.0
12178,1670,3315,2.5,4,7,Townhouse,1,0,2005,0,True,334197.0
12179,1650,2516,2.5,4,7,Townhouse,1,0,2005,0,True,338077.0
12180,1650,2676,2.5,4,7,Townhouse,1,0,2005,0,False,445412.0
12181,1650,2500,2.5,4,7,Townhouse,1,0,2005,0,True,311298.0
12182,2710,2147,3.5,4,10,Single Family,1,490,2007,0,True,674807.0
12183,2660,2147,3.5,4,10,Single Family,1,500,2007,0,True,681590.0
12184,2710,2147,3.5,4,10,Single Family,1,490,2007,0,False,681566.0
12185,3030,2147,3.5,4,10,Single Family,1,490,2006,0,False,769259.0
12186,2960,2147,3.5,4,10,Single Family,1,500,2006,0,True,704352.0
12187,2980,2147,3.5,4,10,Single Family,1,490,2006,0,True,686665.0
12188,2980,2324,3.5,4,10,Single Family,1,500,2006,0,True,749089.0
12189,2960,4750,2.5,4,9,Single Family,1,0,2006,0,True,641879.0
12190,2980,8244,2.5,3,9,Single Family,1,0,2005,0,False,712788.0
12191,3530,10154,2.5,4,9,Single Family,1,0,2006,0,True,695060.0
12192,3030,10154,2.5,4,9,Single Family,1,0,2006,0,False,640257.0
12193,2980,6114,2.5,4,9,Single Family,1,0,2006,0,True,666792.0
12194,3230,7150,2.5,4,9,Single Family,1,0,2006,0,True,649305.0
12195,3230,7150,2.5,4,9,Single Family,1,0,2006,0,False,863705.0
12196,3490,4750,2.5,4,9,Single Family,1,0,2006,0,False,727896.0
12197,3030,4750,2.5,4,9,Single Family,1,0,2006,0,False,693748.0
12198,2960,4750,2.5,4,9,Single Family,1,0,2005,0,False,734451.0
12199,2960,4750,2.5,4,9,Single Family,1,0,2005,0,False,682475.0
12200,3010,3120,2.5,4,8,Single Family,1,0,2006,0,False,568061.0
12201,1920,3841,2.5,3,8,Single Family,1,0,2005,0,False,552994.0
12202,2260,3649,2.5,3,8,Single Family,1,0,2005,0,False,587607.0
12203,1920,3741,2.5,3,8,Single Family,1,0,2005,0,False,602756.0
12204,1920,3741,2.5,3,8,Single Family,1,0,2005,0,False,570772.0
12205,2270,5775,2.5,3,9,Single Family,1,0,2006,0,True,535714.0
12206,1670,4008,1.75,2,9,Single Family,1,0,2005,0,False,554290.0
12207,1670,4008,1.75,2,9,Single Family,1,0,2005,0,False,577662.0
12208,2330,3752,2.5,2,9,Single Family,1,0,2005,0,True,533552.0
12209,2270,4731,2.5,3,9,Single Family,1,0,2006,0,False,539709.0
12210,2330,3570,2.5,2,9,Single Family,1,0,2005,0,True,521362.0
12211,2410,3740,3.5,3,9,Single Family,1,0,2006,0,True,561212.0
12212,2410,3740,3.5,3,9,Single Family,1,0,2006,0,False,628890.0
12213,2410,3740,3.5,3,9,Single Family,1,0,2006,0,False,685899.0
12214,2330,3995,2.5,3,9,Single Family,1,0,2006,0,True,518514.0
12215,2330,3740,2.5,2,9,Single Family,1,0,2006,0,False,587561.0
12216,1620,4935,2.0,2,9,Single Family,1,0,2007,0,True,560336.0
12217,2260,4225,2.5,3,9,Single Family,1,0,2007,0,True,598174.0
12218,2340,4258,2.5,3,9,Single Family,1,0,2007,0,True,605635.0
12219,2340,4140,2.5,3,9,Single Family,1,0,2007,0,True,633255.0
12220,1670,4049,1.75,2,9,Single Family,1,0,2005,0,False,568214.0
12221,2290,3507,2.5,2,9,Single Family,1,0,2005,0,True,635593.0
12222,2290,3507,2.5,2,9,Single Family,1,0,2005,0,False,641851.0
12223,2290,3507,2.5,2,9,Single Family,1,0,2005,0,False,649219.0
12224,2260,3889,2.5,3,9,Single Family,1,0,2007,0,True,626655.0
12225,1670,3507,2.0,2,9,Single Family,1,0,2007,0,True,553744.0
12226,2340,4695,2.5,3,9,Single Family,1,0,2007,0,True,577228.0
12227,2410,3640,2.5,2,9,Single Family,1,0,2006,0,False,607973.0
12228,2260,3640,2.5,3,9,Single Family,1,0,2006,0,True,593299.0
12229,2230,3640,2.5,3,9,Single Family,1,0,2006,0,False,575307.0
12230,2290,3869,2.5,2,9,Single Family,1,0,2006,0,True,597823.0
12231,2670,3475,2.5,3,9,Single Family,1,0,2007,0,True,598567.0
12232,2290,3475,2.5,3,9,Single Family,1,0,2006,0,True,611377.0
12233,2340,4907,2.5,3,9,Single Family,1,0,2006,0,True,609845.0
12234,2290,3608,3.5,3,9,Single Family,1,0,2006,0,True,606443.0
12235,2290,3977,2.5,2,9,Single Family,1,0,2006,0,True,598015.0
12236,2340,3854,2.5,3,9,Single Family,1,0,2006,0,True,549476.0
12237,2290,3444,2.5,2,9,Single Family,1,0,2006,0,True,579296.0
12238,2340,3444,2.5,3,9,Single Family,1,0,2006,0,True,547724.0
12239,2270,3444,2.5,2,9,Single Family,1,0,2006,0,False,561456.0
12240,2270,3444,2.5,2,9,Single Family,1,0,2006,0,False,629293.0
12241,2290,4389,2.5,2,9,Single Family,1,0,2006,0,True,577475.0
12242,2810,5974,2.5,3,9,Single Family,1,0,2007,0,True,785220.0
12243,3060,5400,3.5,4,9,Single Family,1,0,2007,0,True,780594.0
12244,3010,5325,2.5,3,9,Single Family,1,0,2007,0,True,679619.0
12245,3190,5283,3.25,3,9,Single Family,1,0,2007,0,True,756782.0
12246,3190,5283,3.25,3,9,Single Family,1,0,2007,0,False,827547.0
12247,3060,5240,3.5,4,9,Single Family,1,0,2007,0,True,734262.0
12248,3310,5198,3.5,3,9,Single Family,1,0,2007,0,True,780115.0
12249,2950,6655,2.5,3,9,Single Family,1,0,2006,0,True,749647.0
12250,3370,5465,3.25,3,9,Single Family,1,0,2006,0,False,741665.0
12251,3230,5440,3.25,3,9,Single Family,1,0,2006,0,False,736328.0
12252,3190,5392,3.5,3,9,Single Family,1,0,2005,0,False,853723.0
12253,3190,5392,3.5,3,9,Single Family,1,0,2005,0,False,855897.0
12254,3310,5367,3.25,3,9,Single Family,1,0,2005,0,True,847650.0
12255,3370,5294,3.25,3,9,Single Family,1,0,2006,0,True,687452.0
12256,3310,5558,3.5,3,9,Single Family,1,0,2005,0,True,738350.0
12257,3310,5558,3.5,3,9,Single Family,1,0,2005,0,False,742684.0
12258,3370,9830,3.25,3,9,Single Family,1,0,2006,0,True,759555.0
12259,2810,5024,2.5,3,9,Single Family,1,0,2006,0,False,734216.0
12260,3190,5000,3.25,3,9,Single Family,1,0,2006,0,False,740825.0
12261,3230,5000,3.25,3,9,Single Family,1,0,2006,0,False,733275.0
12262,3310,5000,3.25,3,9,Single Family,1,0,2006,0,True,729582.0
12263,3060,5000,2.5,3,9,Single Family,1,0,2006,0,False,712728.0
12264,2820,5482,2.5,3,9,Single Family,1,0,2006,0,True,719354.0
12265,3340,5000,2.5,3,9,Single Family,1,0,2007,0,True,745761.0
12266,3060,4777,3.5,4,9,Single Family,1,0,2007,0,False,776127.0
12267,3190,5028,3.25,3,9,Single Family,1,0,2006,0,True,765263.0
12268,3340,6370,2.5,3,9,Single Family,1,0,2006,0,False,798635.0
12287,1550,3150,2.5,3,8,Single Family,1,0,2006,0,False,362055.0
12288,1380,3942,2.5,3,8,Single Family,1,0,2006,0,False,462663.0
12292,2850,5925,2.5,4,9,Single Family,1,0,2006,0,True,801196.0
12293,3640,5000,3.25,4,9,Single Family,1,0,2006,0,True,811855.0
12294,3640,5000,3.25,4,9,Single Family,1,0,2006,0,False,831328.0
12304,3630,6010,3.25,4,10,Single Family,1,0,2006,0,True,795467.0
12305,2930,5810,2.5,3,10,Single Family,1,0,2006,0,True,780600.0
12306,3180,5810,2.5,4,10,Single Family,1,0,2006,0,True,763968.0
12307,2980,5810,2.5,4,10,Single Family,1,0,2006,0,False,713443.0
12308,2930,5500,2.5,3,10,Single Family,1,0,2006,0,True,672505.0
12309,2980,5000,2.5,4,10,Single Family,1,0,2006,0,True,709794.0
12313,3630,5237,3.25,4,9,Single Family,1,0,2006,0,True,860631.0
12314,3210,5554,2.5,4,9,Single Family,1,0,2006,0,True,858427.0
12315,3660,5712,2.5,5,9,Single Family,1,0,2006,0,True,858282.0
12316,3120,4500,2.5,4,9,Single Family,1,0,2006,0,True,771095.0
12317,3200,4500,2.5,4,9,Single Family,1,0,2006,0,True,799482.0
12318,3140,5225,2.5,4,9,Single Family,1,0,2006,0,True,835823.0
12319,3630,5775,3.25,4,9,Single Family,1,0,2006,0,True,897405.0
12320,3660,9430,3.25,4,9,Single Family,1,0,2006,0,False,922533.0
12321,3660,9430,3.25,4,9,Single Family,1,0,2006,0,False,901243.0
12322,2900,5901,2.5,5,9,Single Family,1,0,2006,0,True,748812.0
12323,2890,4978,2.5,4,9,Single Family,1,0,2006,0,True,707022.0
12324,3350,5107,2.5,4,9,Single Family,1,0,2006,0,True,731065.0
12325,3370,5000,2.5,4,9,Single Family,1,0,2006,0,True,715157.0
12326,3370,5000,2.5,4,9,Single Family,1,0,2006,0,False,802487.0
12327,3370,5000,2.5,4,9,Single Family,1,0,2006,0,False,821132.0
12328,3330,5000,3.25,5,9,Single Family,1,0,2006,0,True,686305.0
12329,3350,5000,2.5,4,9,Single Family,1,0,2006,0,True,715441.0
12330,3420,6233,2.5,4,9,Single Family,1,0,2006,0,True,745755.0
12331,3060,7140,2.5,4,9,Single Family,1,0,2006,0,True,791408.0
12332,3260,5000,2.75,4,9,Single Family,1,0,2007,0,True,775474.0
12333,3250,5500,2.75,4,9,Single Family,1,0,2007,0,True,806555.0
12334,3240,5471,2.5,4,9,Single Family,1,0,2007,0,True,816827.0
12335,4350,6218,3.5,5,10,Single Family,1,830,2007,0,True,977799.0
12336,4510,6107,3.5,5,10,Single Family,1,830,2008,0,True,1019397.0
12337,4140,5989,3.5,5,10,Single Family,1,1000,2007,0,True,981303.0
12338,4480,5515,4.25,5,10,Single Family,1,870,2008,0,True,1087736.0
12339,3520,5500,2.5,3,10,Single Family,1,0,2006,0,True,983793.0
12340,3670,6261,2.5,4,10,Single Family,1,0,2007,0,True,1013158.0
12341,3670,6261,2.5,4,10,Single Family,1,0,2007,0,False,1125279.0
12342,3270,4500,2.5,4,10,Single Family,1,0,2007,0,True,999081.0
12382,3880,5240,3.75,4,10,Single Family,1,0,2006,0,True,894635.0
12383,3130,5365,2.5,4,10,Single Family,1,0,2006,0,True,853029.0
12384,3130,5365,2.5,4,10,Single Family,1,0,2006,0,False,941300.0
12385,2970,5217,2.5,3,10,Single Family,1,0,2006,0,True,818081.0
12386,3850,7233,3.75,4,10,Single Family,1,0,2006,0,True,950388.0
12387,3850,7233,3.75,4,10,Single Family,1,0,2006,0,False,1157744.0
12415,1720,9375,3.0,3,7,Single Family,1,0,1967,2006,False,564600.0
12416,1540,9100,1.75,3,7,Single Family,1,0,1967,2006,False,437998.0
12417,670,2356,1.0,2,6,Townhouse,1,0,1960,0,False,299157.0
12418,670,1675,1.0,2,6,Townhouse,1,0,1960,0,False,289674.0
12419,1240,1892,1.5,2,7,Townhouse,1,0,2002,0,False,366075.0
12420,1240,1892,1.5,2,7,Townhouse,1,0,2002,0,False,288092.0
12421,1160,1882,1.5,2,7,Townhouse,1,0,2001,0,False,356619.0
12422,1550,2350,2.0,2,7,Single Family,1,620,1907,2005,False,381386.0
12423,2440,6930,2.5,3,7,Single Family,1,970,1928,1989,False,505763.0
12424,2440,6930,2.5,3,7,Single Family,1,970,1928,1989,False,555488.0
12425,1410,5040,2.0,4,6,Single Family,1,0,1920,0,False,321877.0
12426,2090,7640,2.5,3,7,Single Family,1,730,1962,2014,False,447123.0
12427,1560,7443,2.5,5,7,Single Family,1,310,1962,0,False,473302.0
12428,1820,15000,2.25,3,7,Single Family,1,340,1978,0,False,450018.0
12429,2170,9649,2.25,4,8,Single Family,1,0,1939,1998,False,451765.0
12430,2240,9968,1.75,2,7,Single Family,1,960,1951,0,False,314767.0
12431,4070,33000,4.75,6,8,Single Family,2,0,1954,1983,False,803137.0
12433,1400,10800,1.5,3,7,Single Family,1,0,1960,0,False,397495.0
12434,1400,10800,1.5,3,7,Single Family,1,0,1960,0,False,470764.0
12436,1220,10000,1.0,2,7,Single Family,1,0,1950,0,False,381265.0
12437,1220,10000,1.0,2,7,Single Family,1,0,1950,0,False,315452.0
12438,1300,18200,1.0,3,7,Single Family,1,0,1957,0,False,366800.0
12439,1890,9600,1.75,5,7,Single Family,1,0,1960,0,False,338362.0
12440,2040,12000,2.25,4,7,Single Family,1,740,1963,0,False,482121.0
12441,2020,9732,2.25,3,7,Single Family,1,0,1984,0,False,442335.0
12442,2300,9375,2.0,3,6,Single Family,1,0,1955,0,False,325246.0
12443,2140,10000,2.25,3,8,Single Family,1,700,1978,0,False,441786.0
12444,1910,12000,2.25,4,8,Single Family,1,580,1978,0,False,501961.0
12445,2090,12000,2.5,4,8,Single Family,1,570,1964,0,False,436539.0
12446,2390,6263,2.5,3,9,Single Family,1,0,2003,0,False,562714.0
12447,2590,7910,2.5,4,9,Single Family,1,0,2003,0,False,621320.0
12448,1330,1521,2.0,3,8,Townhouse,1,0,2007,0,True,364693.0
12450,1530,1279,2.25,3,7,Townhouse,1,414,2007,0,True,364693.0
12452,1720,10553,2.5,3,7,Single Family,1,0,1993,0,False,370518.0
12455,2500,8717,2.5,4,9,Single Family,1,0,1995,0,False,742533.0
12456,1940,3060,1.75,4,7,Single Family,1,940,1911,0,False,540657.0
12457,2050,3060,2.5,3,7,Single Family,1,0,1993,0,False,665156.0
12458,1870,4590,2.75,3,7,Single Family,1,520,1924,0,False,539898.0
12459,1200,3060,1.5,3,7,Single Family,1,140,1910,0,False,543477.0
12460,1260,7475,2.0,3,7,Single Family,1,0,1960,0,False,309397.0
12461,1310,1300,2.5,3,8,Townhouse,1,0,2003,0,False,546080.0
12462,1740,1564,2.25,4,8,Single Family,1,200,1908,2006,False,534081.0
12463,1010,1145,2.25,3,7,Townhouse,1,300,2006,0,True,372464.0
12464,1000,494,2.25,3,7,Townhouse,1,300,2006,0,True,360447.0
12465,1000,494,2.25,3,7,Townhouse,1,300,2006,0,False,366558.0
12466,1320,7680,1.75,3,7,Single Family,1,0,1986,0,False,276497.0
12467,1190,7425,1.75,3,7,Single Family,1,0,1986,0,False,253477.0
12468,1750,9514,2.5,3,7,Single Family,1,360,1986,0,False,331050.0
12469,2120,8662,3.5,4,7,Single Family,1,660,1986,0,False,337027.0
12470,1950,9600,2.25,3,7,Single Family,1,750,1987,0,False,250576.0
12471,1040,9112,1.75,3,7,Single Family,1,0,1983,0,False,282645.0
12472,1780,4050,2.5,3,7,Townhouse,1,0,2001,0,False,433327.0
12473,3020,8108,2.75,4,7,Single Family,1,1510,1929,0,False,516558.0
12474,1400,8494,1.5,2,7,Single Family,1,480,1981,0,False,301841.0
12475,1430,13817,1.5,3,7,Single Family,1,450,1981,0,False,295513.0
12476,970,8580,1.0,3,6,Single Family,1,0,1959,0,False,165528.0
12477,2480,5280,1.5,3,7,Single Family,1,860,1947,0,False,429116.0
12478,1860,3384,1.75,3,7,Single Family,1,820,1928,0,False,425188.0
12481,1750,1203,2.25,2,9,Townhouse,1,510,2008,0,True,452816.0
12482,2180,4886,2.5,3,7,Single Family,1,900,1940,0,False,402833.0
12483,1440,4800,1.5,3,7,Single Family,1,500,1942,0,False,397216.0
12484,940,6603,1.0,2,7,Single Family,1,0,1941,0,False,334769.0
12485,1980,4800,1.75,3,8,Single Family,1,650,1955,0,True,420716.0
12486,1000,4776,1.0,2,6,Single Family,1,0,1942,0,False,354530.0
12487,3440,15400,3.0,5,8,Single Family,1,1500,1966,0,False,644700.0
12488,930,3150,1.0,2,6,Single Family,1,0,1918,0,False,438536.0
12489,2830,2500,3.25,3,8,Single Family,1,640,2008,0,True,789112.0
12490,2840,5000,3.75,4,7,Single Family,1,660,1940,0,False,868820.0
12491,3430,5000,3.5,3,11,Single Family,1,1120,2007,0,False,1512635.0
12492,2300,5700,2.75,4,7,Single Family,1,940,1939,0,False,656861.0
12493,1350,5000,1.0,2,7,Single Family,1,100,1927,0,False,557026.0
12494,1240,2500,2.0,2,7,Single Family,1,0,1985,0,False,436322.0
12495,1880,5000,1.5,3,7,Single Family,1,910,1933,0,False,528842.0
12496,1740,2500,2.5,4,8,Single Family,1,0,2002,0,False,634916.0
12497,2080,5000,1.75,4,8,Single Family,1,1040,1951,0,False,498425.0
12498,1140,2500,2.0,3,7,Single Family,1,0,1988,0,False,492344.0
12499,940,5000,2.0,3,7,Single Family,1,60,1941,0,False,476994.0
12500,2730,5000,3.0,4,8,Single Family,1,1040,1920,0,False,731790.0
12501,1450,9923,1.5,3,7,Single Family,1,0,1961,0,False,274421.0
12502,1450,9923,1.5,3,7,Single Family,1,0,1961,0,False,282346.0
12504,1340,9929,1.75,3,7,Single Family,1,0,1962,0,False,425084.0
12505,1800,6450,1.5,3,6,Single Family,1,600,1938,0,False,251897.0
12506,870,5200,1.0,2,6,Single Family,1,0,1918,0,False,371512.0
12512,1760,7470,2.0,4,7,Single Family,1,700,1955,0,False,300103.0
12513,1760,7470,2.0,4,7,Single Family,1,700,1955,0,False,407740.0
12514,2180,7468,2.5,4,8,Single Family,1,0,1997,0,False,547516.0
12515,2120,8399,1.75,5,7,Single Family,1,800,1942,0,True,489233.0
12516,1330,7200,1.75,3,7,Single Family,1,0,1954,0,False,341856.0
12517,1870,5013,2.5,3,8,Single Family,1,0,2003,0,False,478533.0
12518,2770,9913,3.0,3,8,Single Family,1,0,1995,0,False,587925.0
12519,1870,5449,2.5,3,8,Single Family,1,0,2003,0,False,472161.0
12520,2690,5806,2.5,4,8,Single Family,1,0,2009,0,True,420510.0
12521,2100,3916,2.5,4,8,Single Family,1,0,2009,0,True,381470.0
12522,2130,4750,2.5,4,8,Single Family,1,0,2009,0,True,379662.0
12523,2217,3780,2.5,4,8,Single Family,1,0,2009,0,True,385638.0
12524,1600,10280,1.75,3,7,Single Family,1,550,1977,0,False,331462.0
12525,1330,8100,2.0,3,7,Single Family,1,0,1969,0,False,409528.0
12526,2480,12443,2.5,5,7,Single Family,1,1240,1969,0,False,526740.0
12527,2240,4821,2.5,4,7,Single Family,1,0,2005,0,False,313767.0
12528,2270,5500,1.5,3,8,Single Family,1,580,1924,0,False,793967.0
12529,2580,4976,3.25,4,8,Single Family,1,780,1938,2004,False,870753.0
12530,2780,7269,2.5,4,10,Single Family,1,540,2010,0,True,1011003.0
12531,1520,3050,1.5,3,8,Single Family,1,260,1929,0,False,548163.0
12532,2350,5080,2.0,3,8,Single Family,1,570,1929,0,False,496428.0
12533,2350,5080,2.0,3,8,Single Family,1,570,1929,0,False,625606.0
12534,2000,5400,1.0,2,7,Single Family,1,100,1910,0,False,506803.0
12535,1900,2453,1.75,4,7,Single Family,1,930,1916,0,False,457287.0
12536,1120,4009,1.0,2,7,Single Family,1,180,1927,0,False,174080.0
12537,2530,3123,1.0,3,7,Single Family,1,800,1912,0,False,416306.0
12538,780,1912,1.0,2,7,Single Family,1,0,1917,0,False,318640.0
12539,1120,3600,1.0,2,6,Single Family,1,300,1922,0,False,402730.0
12540,2400,3857,2.5,4,7,Single Family,2,400,1915,0,False,576950.0
12541,1560,6250,2.0,3,7,Single Family,1,780,1940,0,False,602249.0
12542,1320,4113,2.0,4,7,Single Family,1,0,1928,0,False,474201.0
12543,2520,7221,2.0,4,7,Single Family,1,1260,1950,0,False,445902.0
12544,2520,7221,2.0,4,7,Single Family,1,1260,1950,0,False,478130.0
12545,1830,5525,1.5,2,7,Single Family,1,900,1949,0,False,413812.0
12546,1820,5015,1.75,4,6,Single Family,1,630,1926,0,False,320751.0
12547,2210,5742,2.25,3,8,Single Family,1,750,1951,0,False,543072.0
12548,2270,4182,1.0,3,7,Single Family,1,1100,1946,0,False,628207.0
12549,1350,4590,1.0,3,7,Single Family,1,0,1927,0,False,548910.0
12550,1260,4080,1.0,2,7,Single Family,1,0,1926,0,False,454491.0
12551,860,8189,1.0,2,6,Single Family,1,0,1948,0,False,336126.0
12552,1130,8201,1.0,3,6,Single Family,1,0,1948,0,False,378905.0
12553,1720,5956,1.75,3,8,Single Family,1,0,1981,0,False,548519.0
12554,2470,6609,3.0,5,10,Single Family,1,930,2003,0,False,619016.0
12555,2530,8775,2.75,4,8,Single Family,1,0,2005,0,False,476127.0
12556,980,6300,1.75,3,6,Single Family,1,0,1949,0,False,260100.0
12557,1860,2501,3.5,3,8,Single Family,1,360,2012,0,False,213333.0
12558,1730,8505,1.5,4,7,Single Family,1,0,1961,0,False,415326.0
12559,1730,8505,1.5,4,7,Single Family,1,0,1961,0,False,340795.0
12561,2570,5185,1.0,4,7,Single Family,1,900,1939,0,False,306706.0
12562,1310,38400,1.75,3,7,Single Family,1,0,1991,0,False,393336.0
12563,1890,14000,1.75,3,7,Single Family,1,680,1978,0,False,308772.0
12564,3230,26040,2.5,3,8,Single Family,1,0,1999,0,False,882912.0
12565,1500,10454,1.75,3,7,Single Family,1,0,1977,0,False,238190.0
12566,2240,9200,1.75,3,7,Single Family,1,800,1968,0,False,306149.0
12567,2240,9200,1.75,3,7,Single Family,1,800,1968,0,False,292959.0
12568,1880,9600,1.75,4,7,Single Family,1,860,1946,0,False,259932.0
12569,1200,9600,1.0,3,7,Single Family,1,0,1957,0,False,252986.0
12570,1310,14400,1.5,3,7,Single Family,1,0,1977,0,False,291414.0
12571,1310,14400,1.5,3,7,Single Family,1,0,1977,0,False,228204.0
12572,1220,9600,1.0,3,7,Single Family,1,0,1958,0,False,259300.0
12573,1580,14400,1.75,3,7,Single Family,1,0,1981,0,False,256262.0
12574,1220,38640,1.75,3,7,Single Family,1,0,1974,0,False,319620.0
12575,1510,13200,1.75,3,7,Single Family,1,450,1981,0,False,310428.0
12576,1810,19200,2.5,4,7,Single Family,1,0,1969,0,False,345745.0
12577,2040,14400,2.5,4,7,Single Family,1,0,2004,0,False,342463.0
12578,1752,21360,2.25,3,7,Single Family,1,0,1978,0,False,327952.0
12579,1970,12221,1.75,4,7,Single Family,1,0,1974,0,False,323643.0
12580,1280,17334,1.0,3,6,Single Family,1,0,1942,0,False,291312.0
12582,2100,15480,1.75,3,7,Single Family,1,0,1983,0,False,334865.0
12583,3570,24000,4.25,4,7,Single Family,1,1190,2004,0,False,273298.0
12584,1770,14400,1.75,3,7,Single Family,1,500,1980,0,False,296157.0
12585,1580,9600,2.25,3,7,Single Family,1,0,1985,0,False,282239.0
12586,770,9600,1.0,2,6,Single Family,1,0,1976,0,False,248378.0
12587,1720,10062,2.25,3,7,Single Family,1,0,1958,0,False,140589.0
12588,1230,14400,1.5,3,5,Single Family,1,0,1911,0,False,190115.0
12589,1900,37368,1.75,3,7,Single Family,1,530,1977,0,False,264652.0
12590,1900,37368,1.75,3,7,Single Family,1,530,1977,0,False,325991.0
12591,1620,19200,1.0,3,7,Single Family,1,480,1973,0,False,350483.0
12592,1770,10534,2.75,2,8,Single Family,1,560,2003,0,False,336531.0
12593,1570,9615,2.25,3,7,Single Family,1,0,1994,0,False,228812.0
12594,1150,19200,1.0,3,5,Single Family,1,0,1908,0,False,141940.0
12595,600,22265,1.0,1,5,Single Family,1,0,1956,2005,False,242170.0
12596,2259,26831,1.75,3,7,Single Family,1,768,1908,0,False,284179.0
12597,920,10872,1.0,3,6,Single Family,1,0,1960,0,False,199586.0
12602,3290,5414,3.5,4,9,Single Family,1,930,2006,0,False,984524.0
12603,4880,5578,3.5,5,9,Single Family,1,1490,2007,0,False,330910.0
12604,4230,6562,3.25,5,11,Single Family,1,740,2008,0,True,1464615.0
12605,2696,3750,2.5,4,9,Single Family,1,0,2001,0,False,754361.0
12606,2370,2971,2.5,4,9,Single Family,1,290,2008,0,True,782059.0
12607,2300,7549,2.5,3,9,Single Family,1,100,2009,0,True,915622.0
12608,2000,5150,2.5,2,9,Single Family,1,0,1992,0,False,936207.0
12609,1640,9825,2.0,3,7,Single Family,1,550,1971,0,False,395248.0
12610,1700,7107,2.5,3,7,Single Family,1,580,1972,0,False,492260.0
12611,1216,7500,1.0,3,7,Single Family,1,0,1972,0,False,370518.0
12612,1310,8400,1.0,3,7,Single Family,1,0,1972,1989,False,391111.0
12613,1750,9180,2.25,3,7,Single Family,1,570,1963,0,False,475366.0
12614,940,10500,1.0,3,7,Single Family,1,0,1966,0,False,349240.0
12615,940,10500,1.0,3,7,Single Family,1,0,1966,0,False,381487.0
12616,2070,10500,2.0,4,7,Single Family,1,0,1965,0,False,428993.0
12617,1320,10500,1.75,3,7,Single Family,1,0,1966,0,False,382810.0
12618,1390,10500,1.0,3,7,Single Family,1,0,1966,0,False,414013.0
